Date 1,Time 1,RSSI,Badge,Date 2,Badge to Badge 1,6,7,8
2020-11-12,21:39:02:,205,15,2020-11-12,21:38:59,,,
2020-11-12,21:39:04:,199,14,2020-11-12,21:38:58,[15:215],,
2020-11-12,21:39:11:,199,14,2020-11-12,21:39:06,[15:215],,
2020-11-12,21:39:12:,205,15,2020-11-12,21:39:07,[14:211],,
2020-11-12,21:39:14:,199,14,2020-11-12,21:39:14,[15:215],,
2020-11-12,21:39:15:,205,15,2020-11-12,21:39:15,[14:211],,
2020-11-12,21:39:23:,199,14,2020-11-12,21:39:22,[15:215],,
2020-11-12,21:39:27:,205,15,2020-11-12,21:39:23,[14:211],,
2020-11-12,21:39:31:,205,15,2020-11-12,21:39:31,[14:211],,
2020-11-12,21:39:33:,199,14,2020-11-12,21:39:30,[15:215],,
2020-11-12,21:39:40:,205,15,2020-11-12,21:39:39,[14:211],,
2020-11-12,21:39:43:,199,14,2020-11-12,21:39:38,[15:215],,
2020-11-12,21:39:48:,205,15,2020-11-12,21:39:47,[14:211],,
2020-11-12,21:39:48:,199,14,2020-11-12,21:39:46,[15:215],,
2020-11-12,21:39:53:,199,14,2020-11-12,21:39:54,[15:215],,
2020-11-12,21:39:57:,205,15,2020-11-12,21:39:55,[14:211],[14:211],
2020-11-12,21:40:07:,199,14,2020-11-12,21:40:02,[15:215],,
2020-11-12,21:40:09:,206,15,2020-11-12,21:40:03,,,
2020-11-12,21:40:13:,206,15,2020-11-12,21:40:11,[14:211],,
2020-11-12,21:40:15:,199,14,2020-11-12,21:40:10,,,
2020-11-12,21:40:19:,199,14,2020-11-12,21:40:18,[15:215],[15:215],
2020-11-12,21:40:20:,206,15,2020-11-12,21:40:19,[14:211],,
2020-11-12,21:40:29:,199,14,2020-11-12,21:40:26,[15:215],,
2020-11-12,21:40:31:,206,15,2020-11-12,21:40:27,[14:211],,
2020-11-12,21:40:35:,198,14,2020-11-12,21:40:34,[15:215],,
2020-11-12,21:40:40:,205,15,2020-11-12,21:40:35,[14:211],,
2020-11-12,21:40:48:,199,14,2020-11-12,21:40:42,[15:215],,
2020-11-12,21:40:48:,205,15,2020-11-12,21:40:43,[14:211],,
2020-11-12,21:40:49:,199,14,2020-11-12,21:40:50,[15:215],,
2020-11-12,21:40:56:,206,15,2020-11-12,21:40:51,[14:211],[14:211],
2020-11-12,21:40:57:,199,14,2020-11-12,21:40:58,[15:215],,
2020-11-12,21:41:02:,205,15,2020-11-12,21:40:59,[14:211],,
2020-11-12,21:41:08:,205,15,2020-11-12,21:41:07,,,
2020-11-12,21:41:10:,199,14,2020-11-12,21:41:06,[15:215],,
2020-11-12,21:41:15:,199,14,2020-11-12,21:41:14,[15:215],,
2020-11-12,21:41:19:,205,15,2020-11-12,21:41:15,[14:211],,
2020-11-12,21:41:25:,199,14,2020-11-12,21:41:22,[15:215],,
2020-11-12,21:41:26:,205,15,2020-11-12,21:41:23,[14:211],,
2020-11-12,21:41:29:,199,14,2020-11-12,21:41:30,[15:215],,
2020-11-12,21:41:30:,205,15,2020-11-12,21:41:31,[14:211],[14:211],
2020-11-12,21:41:44:,204,15,2020-11-12,21:41:39,,,
2020-11-12,21:41:44:,200,14,2020-11-12,21:41:38,[15:215],,
2020-11-12,21:41:46:,199,14,2020-11-12,21:41:46,[15:215],,
2020-11-12,21:41:52:,204,15,2020-11-12,21:41:47,[14:211],,
2020-11-12,21:41:56:,199,14,2020-11-12,21:41:54,[15:217],,
2020-11-12,21:41:58:,204,15,2020-11-12,21:41:55,,,
2020-11-12,21:42:03:,199,14,2020-11-12,21:42:02,[15:219],,
2020-11-12,21:42:09:,205,15,2020-11-12,21:42:03,[14:212],,
2020-11-12,21:42:10:,199,14,2020-11-12,21:42:10,,,
2020-11-12,21:42:11:,205,15,2020-11-12,21:42:11,[14:211],[14:211],
2020-11-12,21:42:18:,199,14,2020-11-12,21:42:18,[15:215],[15:215],
2020-11-12,21:42:22:,205,15,2020-11-12,21:42:19,,,
2020-11-12,21:42:25:,199,14,2020-11-12,21:42:26,[15:215],,
2020-11-12,21:42:36:,199,14,2020-11-12,21:42:34,[15:215],,
2020-11-12,21:42:40:,205,15,2020-11-12,21:42:35,,,
2020-11-12,21:42:42:,199,14,2020-11-12,21:42:42,[15:217],,
2020-11-12,21:42:47:,205,15,2020-11-12,21:42:43,[14:213],,
2020-11-12,21:42:52:,206,15,2020-11-12,21:42:51,[14:212],,
2020-11-12,21:42:54:,199,14,2020-11-12,21:42:50,[15:215],,
2020-11-12,21:42:58:,199,14,2020-11-12,21:42:58,[15:215],,
2020-11-12,21:43:02:,206,15,2020-11-12,21:42:59,[14:211],,
2020-11-12,21:43:06:,199,14,2020-11-12,21:43:06,[15:215],,
2020-11-12,21:43:07:,207,15,2020-11-12,21:43:07,[14:211],,
2020-11-12,21:43:14:,199,14,2020-11-12,21:43:14,[15:215],,
2020-11-12,21:43:18:,206,15,2020-11-12,21:43:15,[14:211],,
2020-11-12,21:43:22:,199,14,2020-11-12,21:43:22,[15:215],,
2020-11-12,21:43:27:,206,15,2020-11-12,21:43:23,[14:211],[14:211],
2020-11-12,21:43:34:,199,14,2020-11-12,21:43:30,[15:215],,
2020-11-12,21:43:37:,206,15,2020-11-12,21:43:31,,,
2020-11-12,21:43:38:,200,14,2020-11-12,21:43:38,,,
2020-11-12,21:43:43:,206,15,2020-11-12,21:43:39,[14:211],[14:211],
2020-11-12,21:43:49:,199,14,2020-11-12,21:43:46,[15:215],[15:215],
2020-11-12,21:43:50:,206,15,2020-11-12,21:43:47,,,
2020-11-12,21:43:58:,206,15,2020-11-12,21:43:55,[14:211],,
2020-11-12,21:44:00:,199,14,2020-11-12,21:43:54,[15:215],,
2020-11-12,21:44:06:,199,14,2020-11-12,21:44:02,[15:215],,
2020-11-12,21:44:06:,206,15,2020-11-12,21:44:03,[14:211],,
2020-11-12,21:44:13:,199,14,2020-11-12,21:44:10,[15:215],,
2020-11-12,21:44:15:,206,15,2020-11-12,21:44:11,[14:211],,
2020-11-12,21:44:22:,199,14,2020-11-12,21:44:18,[15:215],,
2020-11-12,21:44:22:,206,15,2020-11-12,21:44:19,[14:211],,
2020-11-12,21:44:26:,207,15,2020-11-12,21:44:27,[14:211],,
2020-11-12,21:44:30:,199,14,2020-11-12,21:44:26,[15:215],,
2020-11-12,21:44:35:,199,14,2020-11-12,21:44:34,[15:214],,
2020-11-12,21:44:41:,206,15,2020-11-12,21:44:35,[14:211],,
2020-11-12,21:44:45:,199,14,2020-11-12,21:44:42,,,
2020-11-12,21:44:47:,207,15,2020-11-12,21:44:43,[14:211],,
2020-11-12,21:44:53:,206,15,2020-11-12,21:44:51,[14:211],,
2020-11-12,21:44:56:,199,14,2020-11-12,21:44:50,[15:215],[15:215],
2020-11-12,21:44:58:,206,15,2020-11-12,21:44:59,[14:211],,
2020-11-12,21:45:00:,199,14,2020-11-12,21:44:58,,,
2020-11-12,21:45:08:,199,14,2020-11-12,21:45:06,[15:214],,
2020-11-12,21:45:09:,206,15,2020-11-12,21:45:07,[14:211],,
2020-11-12,21:45:16:,199,14,2020-11-12,21:45:14,[15:215],,
2020-11-12,21:45:16:,207,15,2020-11-12,21:45:15,[14:211],,
2020-11-12,21:45:24:,207,15,2020-11-12,21:45:23,[14:211],,
2020-11-12,21:45:28:,200,14,2020-11-12,21:45:22,[15:215],,
2020-11-12,21:45:31:,199,14,2020-11-12,21:45:30,[15:215],,
2020-11-12,21:45:34:,206,15,2020-11-12,21:45:31,[14:211],,
2020-11-12,21:45:38:,199,14,2020-11-12,21:45:38,[15:215],,
2020-11-12,21:45:42:,206,15,2020-11-12,21:45:39,[14:211],,
2020-11-12,21:45:46:,199,14,2020-11-12,21:45:46,[15:215],,
2020-11-12,21:45:47:,206,15,2020-11-12,21:45:47,[14:211],,
2020-11-12,21:45:57:,199,14,2020-11-12,21:45:54,[15:215],,
2020-11-12,21:45:58:,207,15,2020-11-12,21:45:55,,,
2020-11-12,21:46:02:,199,14,2020-11-12,21:46:02,[15:215],,
2020-11-12,21:46:04:,207,15,2020-11-12,21:46:02,[14:211],,
2020-11-12,21:46:09:,199,14,2020-11-12,21:46:09,[15:215],,
2020-11-12,21:46:10:,206,15,2020-11-12,21:46:10,[14:211],,
2020-11-12,21:46:19:,206,15,2020-11-12,21:46:18,[14:211],,
2020-11-12,21:46:20:,199,14,2020-11-12,21:46:17,[15:215],,
2020-11-12,21:46:27:,199,14,2020-11-12,21:46:25,[15:215],,
2020-11-12,21:46:27:,206,15,2020-11-12,21:46:26,[14:211],,
2020-11-12,21:46:35:,206,15,2020-11-12,21:46:34,[14:211],,
2020-11-12,21:46:37:,199,14,2020-11-12,21:46:33,[15:215],,
2020-11-12,21:46:43:,206,15,2020-11-12,21:46:42,[14:211],,
2020-11-12,21:46:47:,199,14,2020-11-12,21:46:41,[15:215],,
2020-11-12,21:46:52:,199,14,2020-11-12,21:46:49,[15:215],,
2020-11-12,21:46:53:,206,15,2020-11-12,21:46:50,[14:211],,
2020-11-12,21:47:00:,199,14,2020-11-12,21:46:57,[15:215],,
2020-11-12,21:47:04:,206,15,2020-11-12,21:46:58,[14:212],,
2020-11-12,21:47:09:,206,15,2020-11-12,21:47:06,[14:211],,
2020-11-12,21:47:11:,199,14,2020-11-12,21:47:05,[15:215],,
2020-11-12,21:47:16:,199,14,2020-11-12,21:47:13,[15:215],,
2020-11-12,21:47:18:,207,15,2020-11-12,21:47:14,[14:211],,
2020-11-12,21:47:25:,206,15,2020-11-12,21:47:22,[14:211],,
2020-11-12,21:47:25:,199,14,2020-11-12,21:47:21,[15:215],,
2020-11-12,21:47:31:,199,14,2020-11-12,21:47:29,[15:215],,
2020-11-12,21:47:36:,206,15,2020-11-12,21:47:30,[14:211],,
2020-11-12,21:47:38:,199,14,2020-11-12,21:47:37,,,
2020-11-12,21:47:41:,206,15,2020-11-12,21:47:38,[14:211],,
2020-11-12,21:47:46:,199,14,2020-11-12,21:47:45,[15:215],[15:215],
2020-11-12,21:47:49:,206,15,2020-11-12,21:47:46,[14:211],,
2020-11-12,21:47:55:,206,15,2020-11-12,21:47:54,[14:211],,
2020-11-12,21:47:58:,199,14,2020-11-12,21:47:53,[15:215],,
2020-11-12,21:48:06:,199,14,2020-11-12,21:48:01,[15:215],,
2020-11-12,21:48:09:,206,15,2020-11-12,21:48:02,[14:211],,
2020-11-12,21:48:09:,199,14,2020-11-12,21:48:10,,,
2020-11-12,21:48:14:,206,15,2020-11-12,21:48:11,[14:211],[14:211],
2020-11-12,21:48:23:,206,15,2020-11-12,21:48:19,,,
2020-11-12,21:48:24:,199,14,2020-11-12,21:48:18,[15:215],[15:215],
2020-11-12,21:48:27:,206,15,2020-11-12,21:48:27,[14:211],,
2020-11-12,21:48:31:,199,14,2020-11-12,21:48:26,[15:215],,
2020-11-12,21:48:37:,206,15,2020-11-12,21:48:35,[14:213],,
2020-11-12,21:48:40:,199,14,2020-11-12,21:48:34,[15:215],,
2020-11-12,21:48:46:,206,15,2020-11-12,21:48:43,[14:213],,
2020-11-12,21:48:47:,199,14,2020-11-12,21:48:42,[15:217],,
2020-11-12,21:48:51:,207,15,2020-11-12,21:48:51,[14:213],,
2020-11-12,21:48:51:,199,14,2020-11-12,21:48:50,[15:217],,
2020-11-12,21:48:59:,207,15,2020-11-12,21:48:59,[14:211],,
2020-11-12,21:49:00:,199,14,2020-11-12,21:48:58,[15:215],,
2020-11-12,21:49:07:,199,14,2020-11-12,21:49:06,[15:215],,
2020-11-12,21:49:11:,206,15,2020-11-12,21:49:07,[14:211],,
2020-11-12,21:49:19:,199,14,2020-11-12,21:49:14,[15:215],,
2020-11-12,21:49:23:,206,15,2020-11-12,21:49:23,[14:211],,
2020-11-12,21:49:28:,199,14,2020-11-12,21:49:22,,,
2020-11-12,21:49:32:,207,15,2020-11-12,21:49:31,[14:213],,
2020-11-12,21:49:36:,199,14,2020-11-12,21:49:30,[15:217],,
2020-11-12,21:49:38:,206,15,2020-11-12,21:49:39,[14:213],,
2020-11-12,21:49:42:,199,14,2020-11-12,21:49:38,[15:215],,
2020-11-12,21:49:51:,199,14,2020-11-12,21:49:46,[15:217],,
2020-11-12,21:49:53:,207,15,2020-11-12,21:49:47,[14:211],,
2020-11-12,21:49:56:,199,14,2020-11-12,21:49:54,,,
2020-11-12,21:49:57:,206,15,2020-11-12,21:49:55,[14:211],,
2020-11-12,21:50:05:,199,14,2020-11-12,21:50:02,[15:215],[15:215],
2020-11-12,21:50:05:,206,15,2020-11-12,21:50:03,[14:211],,
2020-11-12,21:50:10:,199,14,2020-11-12,21:50:10,[15:215],,
2020-11-12,21:50:15:,206,15,2020-11-12,21:50:11,[14:211],,
2020-11-12,21:50:17:,199,14,2020-11-12,21:50:18,[15:217],,
2020-11-12,21:50:20:,205,15,2020-11-12,21:50:19,[14:213],[14:213],
2020-11-12,21:50:25:,199,14,2020-11-12,21:50:26,[15:217],,
2020-11-12,21:50:29:,207,15,2020-11-12,21:50:27,[14:211],,
2020-11-12,21:50:40:,207,15,2020-11-12,21:50:35,[14:211],,
2020-11-12,21:50:43:,199,14,2020-11-12,21:50:42,[15:215],,
2020-11-12,21:50:43:,207,15,2020-11-12,21:50:43,,,
2020-11-12,21:50:52:,207,15,2020-11-12,21:50:51,[14:211],,
2020-11-12,21:50:53:,199,14,2020-11-12,21:50:50,[15:215],,
2020-11-12,21:51:03:,199,14,2020-11-12,21:50:58,[15:215],,
2020-11-12,21:51:05:,206,15,2020-11-12,21:50:59,[14:211],,
2020-11-12,21:51:07:,199,14,2020-11-12,21:51:06,,,
2020-11-12,21:51:11:,206,15,2020-11-12,21:51:07,[14:211],,
2020-11-12,21:51:19:,199,14,2020-11-12,21:51:14,[15:215],[15:215],
2020-11-12,21:51:21:,206,15,2020-11-12,21:51:15,[14:211],,
2020-11-12,21:51:23:,206,15,2020-11-12,21:51:23,[14:211],,
2020-11-12,21:51:24:,199,14,2020-11-12,21:51:22,[15:215],,
2020-11-12,21:51:33:,206,15,2020-11-12,21:51:31,[14:211],,
2020-11-12,21:51:35:,199,14,2020-11-12,21:51:30,[15:215],,
2020-11-12,21:51:40:,199,14,2020-11-12,21:51:38,[15:215],,
2020-11-12,21:51:43:,207,15,2020-11-12,21:51:39,[14:211],,
2020-11-12,21:51:47:,206,15,2020-11-12,21:51:47,[14:211],,
2020-11-12,21:51:52:,199,14,2020-11-12,21:51:46,[15:215],,
2020-11-12,21:51:55:,206,15,2020-11-12,21:51:55,[14:211],,
2020-11-12,21:51:57:,199,14,2020-11-12,21:51:54,[15:215],,
2020-11-12,21:52:04:,199,14,2020-11-12,21:52:02,[15:215],,
2020-11-12,21:52:05:,206,15,2020-11-12,21:52:03,[14:211],,
2020-11-12,21:52:13:,199,14,2020-11-12,21:52:10,[15:215],,
2020-11-12,21:52:16:,206,15,2020-11-12,21:52:11,[14:211],,
2020-11-12,21:52:19:,205,15,2020-11-12,21:52:19,[14:211],,
2020-11-12,21:52:23:,199,14,2020-11-12,21:52:18,[15:215],,
2020-11-12,21:52:26:,207,15,2020-11-12,21:52:27,[14:211],,
2020-11-12,21:52:31:,199,14,2020-11-12,21:52:26,[15:215],,
2020-11-12,21:52:33:,199,14,2020-11-12,21:52:34,[15:215],,
2020-11-12,21:52:39:,207,15,2020-11-12,21:52:35,[14:211],[14:211],
2020-11-12,21:52:41:,199,14,2020-11-12,21:52:42,[15:215],,
2020-11-12,21:52:49:,207,15,2020-11-12,21:52:43,[14:211],,
2020-11-12,21:52:50:,207,15,2020-11-12,21:52:51,,,
2020-11-12,21:52:56:,199,14,2020-11-12,21:52:50,,,
2020-11-12,21:52:59:,199,14,2020-11-12,21:52:58,[15:215],[15:215],
2020-11-12,21:53:00:,207,15,2020-11-12,21:52:59,[14:213],,
2020-11-12,21:53:06:,199,14,2020-11-12,21:53:06,[15:215],,
2020-11-12,21:53:09:,206,15,2020-11-12,21:53:07,[14:211],[14:211],
2020-11-12,21:53:17:,207,15,2020-11-12,21:53:15,,,
2020-11-12,21:53:18:,199,14,2020-11-12,21:53:14,[15:215],,
2020-11-12,21:53:23:,199,14,2020-11-12,21:53:22,[15:215],,
2020-11-12,21:53:25:,207,15,2020-11-12,21:53:23,[14:211],,
2020-11-12,21:53:30:,199,14,2020-11-12,21:53:30,[15:215],,
2020-11-12,21:53:35:,205,15,2020-11-12,21:53:31,[14:211],,
2020-11-12,21:53:39:,199,14,2020-11-12,21:53:38,[15:215],,
2020-11-12,21:53:44:,207,15,2020-11-12,21:53:39,[14:211],,
2020-11-12,21:53:48:,205,15,2020-11-12,21:53:47,[14:211],,
2020-11-12,21:53:50:,199,14,2020-11-12,21:53:46,[15:215],,
2020-11-12,21:53:54:,199,14,2020-11-12,21:53:54,[15:217],,
2020-11-12,21:53:58:,205,15,2020-11-12,21:53:55,[14:213],,
2020-11-12,21:54:02:,199,14,2020-11-12,21:54:02,[15:217],,
2020-11-12,21:54:06:,206,15,2020-11-12,21:54:03,[14:213],,
2020-11-12,21:54:12:,199,14,2020-11-12,21:54:10,[15:215],,
2020-11-12,21:54:16:,207,15,2020-11-12,21:54:11,[14:211],,
2020-11-12,21:54:18:,199,14,2020-11-12,21:54:18,[15:215],,
2020-11-12,21:54:21:,205,15,2020-11-12,21:54:19,[14:211],,
2020-11-12,21:54:25:,199,14,2020-11-12,21:54:26,[15:215],,
2020-11-12,21:54:32:,207,15,2020-11-12,21:54:27,[14:211],[14:211],
2020-11-12,21:54:35:,199,14,2020-11-12,21:54:34,[15:215],,
2020-11-12,21:54:40:,205,15,2020-11-12,21:54:35,,,
2020-11-12,21:54:44:,199,14,2020-11-12,21:54:42,[15:215],,
2020-11-12,21:54:46:,206,15,2020-11-12,21:54:43,[14:211],,
2020-11-12,21:54:52:,199,14,2020-11-12,21:54:50,[15:215],,
2020-11-12,21:54:54:,205,15,2020-11-12,21:54:51,[14:211],,
2020-11-12,21:54:58:,199,14,2020-11-12,21:54:58,[15:215],,
2020-11-12,21:55:03:,206,15,2020-11-12,21:54:59,[14:211],[14:211],
2020-11-12,21:55:08:,205,15,2020-11-12,21:55:07,,,
2020-11-12,21:55:11:,199,14,2020-11-12,21:55:06,[15:215],,
2020-11-12,21:55:17:,199,14,2020-11-12,21:55:14,[15:215],,
2020-11-12,21:55:21:,206,15,2020-11-12,21:55:15,[14:211],,
2020-11-12,21:55:28:,199,14,2020-11-12,21:55:22,[15:215],,
2020-11-12,21:55:29:,199,14,2020-11-12,21:55:30,,,
2020-11-12,21:55:35:,206,15,2020-11-12,21:55:31,[14:211],[14:211],
2020-11-12,21:55:42:,206,15,2020-11-12,21:55:39,,,
2020-11-12,21:55:44:,199,14,2020-11-12,21:55:38,[15:215],,
2020-11-12,21:55:49:,207,15,2020-11-12,21:55:47,[14:211],,
2020-11-12,21:55:52:,199,14,2020-11-12,21:55:46,[15:215],,
2020-11-12,21:55:58:,207,15,2020-11-12,21:55:55,[14:211],,
2020-11-12,21:56:00:,199,14,2020-11-12,21:55:54,[15:215],,
2020-11-12,21:56:05:,199,14,2020-11-12,21:56:02,[15:215],,
2020-11-12,21:56:05:,205,15,2020-11-12,21:56:03,[14:211],,
2020-11-12,21:56:15:,206,15,2020-11-12,21:56:11,[14:213],,
2020-11-12,21:56:16:,199,14,2020-11-12,21:56:10,[15:217],,
2020-11-12,21:56:20:,199,14,2020-11-12,21:56:18,[15:215],,
2020-11-12,21:56:23:,206,15,2020-11-12,21:56:19,[14:211],,
2020-11-12,21:56:26:,205,15,2020-11-12,21:56:27,[14:211],,
2020-11-12,21:56:30:,199,14,2020-11-12,21:56:26,[15:215],,
2020-11-12,21:56:36:,199,14,2020-11-12,21:56:34,[15:217],,
2020-11-12,21:56:40:,205,15,2020-11-12,21:56:35,[14:213],,
2020-11-12,21:56:42:,199,14,2020-11-12,21:56:42,[15:217],,
2020-11-12,21:56:44:,205,15,2020-11-12,21:56:43,[14:213],,
2020-11-12,21:56:51:,205,15,2020-11-12,21:56:51,[14:213],,
2020-11-12,21:56:51:,199,14,2020-11-12,21:56:50,[15:215],,
2020-11-12,21:57:01:,206,15,2020-11-12,21:56:59,[14:211],,
2020-11-12,21:57:04:,199,14,2020-11-12,21:56:58,[15:215],,
2020-11-12,21:57:08:,206,15,2020-11-12,21:57:07,[14:211],,
2020-11-12,21:57:11:,199,14,2020-11-12,21:57:06,[15:215],,
2020-11-12,21:57:13:,199,14,2020-11-12,21:57:14,[15:215],,
2020-11-12,21:57:19:,206,15,2020-11-12,21:57:15,[14:211],[14:211],
2020-11-12,21:57:22:,206,15,2020-11-12,21:57:23,,,
2020-11-12,21:57:26:,199,14,2020-11-12,21:57:22,[15:215],,
2020-11-12,21:57:30:,199,14,2020-11-12,21:57:30,[15:215],,
2020-11-12,21:57:37:,205,15,2020-11-12,21:57:31,[14:211],[14:211],
2020-11-12,21:57:38:,199,14,2020-11-12,21:57:38,,,
2020-11-12,21:57:44:,206,15,2020-11-12,21:57:39,[14:211],,
2020-11-12,21:57:47:,206,15,2020-11-12,21:57:47,,,
2020-11-12,21:57:48:,199,14,2020-11-12,21:57:46,[15:215],[15:215],
2020-11-12,21:57:54:,199,14,2020-11-12,21:57:54,[15:215],,
2020-11-12,21:57:58:,206,15,2020-11-12,21:57:55,[14:211],[14:211],
2020-11-12,21:58:02:,199,14,2020-11-12,21:58:02,[15:215],,
2020-11-12,21:58:09:,206,15,2020-11-12,21:58:03,[14:211],,
2020-11-12,21:58:10:,199,14,2020-11-12,21:58:10,,,
2020-11-12,21:58:11:,206,15,2020-11-12,21:58:11,[14:211],,
2020-11-12,21:58:18:,199,14,2020-11-12,21:58:18,[15:215],[15:215],
2020-11-12,21:58:24:,207,15,2020-11-12,21:58:19,,,
2020-11-12,21:58:30:,199,14,2020-11-12,21:58:26,[15:215],,
2020-11-12,21:58:31:,206,15,2020-11-12,21:58:27,[14:213],,
2020-11-12,21:58:33:,199,14,2020-11-12,21:58:34,[15:217],,
2020-11-12,21:58:39:,208,15,2020-11-12,21:58:35,[14:213],[14:213],
2020-11-12,21:58:44:,199,14,2020-11-12,21:58:42,[15:215],,
2020-11-12,21:58:46:,208,15,2020-11-12,21:58:43,,,
2020-11-12,21:58:52:,206,15,2020-11-12,21:58:51,[14:211],,
2020-11-12,21:58:52:,199,14,2020-11-12,21:58:50,[15:215],,
2020-11-12,21:58:57:,199,14,2020-11-12,21:58:58,[15:217],,
2020-11-12,21:59:00:,206,15,2020-11-12,21:58:59,[14:213],[14:213],
2020-11-12,21:59:11:,207,15,2020-11-12,21:59:07,,,
2020-11-12,21:59:11:,199,14,2020-11-12,21:59:06,[15:217],,
2020-11-12,21:59:17:,206,15,2020-11-12,21:59:15,[14:211],,
2020-11-12,21:59:18:,199,14,2020-11-12,21:59:14,[15:215],,
2020-11-12,21:59:22:,199,14,2020-11-12,21:59:22,[15:215],,
2020-11-12,21:59:27:,205,15,2020-11-12,21:59:23,[14:211],[14:211],
2020-11-12,21:59:32:,199,14,2020-11-12,21:59:30,[15:215],,
2020-11-12,21:59:32:,205,15,2020-11-12,21:59:31,,,
2020-11-12,21:59:38:,199,14,2020-11-12,21:59:38,[15:217],,
2020-11-12,21:59:45:,204,15,2020-11-12,21:59:39,[14:213],[14:213],
2020-11-12,21:59:49:,199,14,2020-11-12,21:59:46,[15:217],,
2020-11-12,21:59:53:,204,15,2020-11-12,21:59:47,,,
2020-11-12,21:59:55:,199,14,2020-11-12,21:59:54,,,
2020-11-12,22:00:00:,205,15,2020-11-12,21:59:55,[14:213],,
2020-11-12,22:00:01:,199,14,2020-11-12,22:00:02,[15:217],[15:217],
2020-11-12,22:00:04:,206,15,2020-11-12,22:00:03,[14:213],[14:213],
2020-11-12,22:00:10:,206,15,2020-11-12,22:00:11,,,
2020-11-12,22:00:15:,199,14,2020-11-12,22:00:10,[15:217],,
2020-11-12,22:00:18:,199,14,2020-11-12,22:00:18,[15:217],,
2020-11-12,22:00:21:,207,15,2020-11-12,22:00:19,[14:213],[14:211],
2020-11-12,22:00:27:,199,14,2020-11-12,22:00:26,[15:215],,
2020-11-12,22:00:31:,207,15,2020-11-12,22:00:27,,,
2020-11-12,22:00:34:,199,14,2020-11-12,22:00:34,[15:215],,
2020-11-12,22:00:35:,206,15,2020-11-12,22:00:35,[14:212],[14:211],
2020-11-12,22:00:43:,199,15,2020-11-12,22:00:43,,,
2020-11-12,22:00:48:,188,14,2020-11-12,22:00:42,[15:215],,
2020-11-12,22:00:50:,200,15,2020-11-12,22:00:51,[14:238],,
2020-11-12,22:00:53:,189,14,2020-11-12,22:00:50,[15:238],,
2020-11-12,22:00:59:,184,14,2020-11-12,22:00:58,[15:236],,
2020-11-12,22:01:01:,204,15,2020-11-12,22:00:59,[14:227],,
2020-11-12,22:01:12:,207,14,2020-11-12,22:01:06,[15:232],,
2020-11-12,22:01:13:,207,15,2020-11-12,22:01:07,[14:218],,
2020-11-12,22:01:16:,206,14,2020-11-12,22:01:14,[15:229],,
2020-11-12,22:01:17:,208,15,2020-11-12,22:01:15,[14:227],,
2020-11-12,22:01:22:,205,14,2020-11-12,22:01:22,[15:229],,
2020-11-12,22:01:26:,208,15,2020-11-12,22:01:23,[14:227],,
2020-11-12,22:01:34:,207,15,2020-11-12,22:01:31,[14:227],,
2020-11-12,22:01:35:,206,14,2020-11-12,22:01:30,[15:230],,
2020-11-12,22:01:38:,207,15,2020-11-12,22:01:39,[14:227],,
2020-11-12,22:01:39:,206,14,2020-11-12,22:01:38,[15:230],,
2020-11-12,22:01:46:,206,14,2020-11-12,22:01:46,[15:230],,
2020-11-12,22:01:47:,207,15,2020-11-12,22:01:47,[14:228],[14:227],
2020-11-12,22:01:58:,205,14,2020-11-12,22:01:54,[15:230],,
2020-11-12,22:02:00:,207,15,2020-11-12,22:01:55,,,
2020-11-12,22:02:03:,208,15,2020-11-12,22:02:03,[14:228],,
2020-11-12,22:02:07:,205,14,2020-11-12,22:02:02,[15:230],,
2020-11-12,22:02:11:,207,15,2020-11-12,22:02:11,[14:228],,
2020-11-12,22:02:16:,205,14,2020-11-12,22:02:10,[15:230],,
2020-11-12,22:02:22:,207,15,2020-11-12,22:02:19,[14:228],,
2020-11-12,22:02:23:,206,14,2020-11-12,22:02:18,[15:230],,
2020-11-12,22:02:29:,205,14,2020-11-12,22:02:26,[15:230],,
2020-11-12,22:02:30:,207,15,2020-11-12,22:02:27,[14:228],,
2020-11-12,22:02:34:,205,14,2020-11-12,22:02:34,[15:230],,
2020-11-12,22:02:36:,208,15,2020-11-12,22:02:35,[14:228],,
2020-11-12,22:02:46:,208,15,2020-11-12,22:02:43,[14:228],,
2020-11-12,22:02:47:,207,14,2020-11-12,22:02:42,[15:230],,
2020-11-12,22:02:51:,206,14,2020-11-12,22:02:50,[15:230],,
2020-11-12,22:02:53:,207,15,2020-11-12,22:02:51,[14:228],,
2020-11-12,22:02:58:,208,15,2020-11-12,22:02:59,[14:227],,
2020-11-12,22:03:00:,207,14,2020-11-12,22:02:58,[15:230],,
2020-11-12,22:03:07:,206,14,2020-11-12,22:03:06,[15:230],,
2020-11-12,22:03:11:,207,15,2020-11-12,22:03:07,[14:228],,
2020-11-12,22:03:18:,206,14,2020-11-12,22:03:14,[15:230],,
2020-11-12,22:03:20:,208,15,2020-11-12,22:03:15,[14:228],,
2020-11-12,22:03:23:,206,14,2020-11-12,22:03:22,[15:230],,
2020-11-12,22:03:24:,208,15,2020-11-12,22:03:23,[14:227],,
2020-11-12,22:03:33:,206,14,2020-11-12,22:03:30,[15:230],,
2020-11-12,22:03:35:,207,15,2020-11-12,22:03:31,[14:228],,
2020-11-12,22:03:40:,206,14,2020-11-12,22:03:38,[15:230],,
2020-11-12,22:03:41:,208,15,2020-11-12,22:03:39,[14:228],,
