Date 1,Time 1,RSSI,Badge,Date 2,Badge to Badge 1,6,7,8
2020-10-23,15:46:58:,181,26,2020-10-23,15:46:56,[9:216],,
2020-10-23,15:47:04:,182,26,2020-10-23,15:47:04,[9:216],,
2020-10-23,15:47:09:,188,09,2020-10-23,15:47:05,[26:218],,
2020-10-23,15:47:14:,182,26,2020-10-23,15:47:12,[9:216],,
2020-10-23,15:47:14:,189,09,2020-10-23,15:47:13,[26:218],,
2020-10-23,15:47:25:,189,09,2020-10-23,15:47:21,[26:218],,
2020-10-23,15:47:26:,182,26,2020-10-23,15:47:20,[9:216],,
2020-10-23,15:47:28:,181,26,2020-10-23,15:47:28,[9:216],,
2020-10-23,15:47:33:,189,09,2020-10-23,15:47:29,[26:218],[26:218],
2020-10-23,15:47:40:,181,26,2020-10-23,15:47:36,[9:216],,
2020-10-23,15:47:42:,189,09,2020-10-23,15:47:37,,,
2020-10-23,15:47:49:,181,26,2020-10-23,15:47:44,[9:216],,
2020-10-23,15:47:49:,188,09,2020-10-23,15:47:45,[26:218],,
2020-10-23,15:47:54:,182,26,2020-10-23,15:47:52,[9:215],,
2020-10-23,15:47:55:,189,09,2020-10-23,15:47:53,[26:218],,
2020-10-23,15:48:01:,189,09,2020-10-23,15:48:01,[26:218],,
2020-10-23,15:48:06:,182,26,2020-10-23,15:48:00,[9:216],,
2020-10-23,15:48:09:,182,26,2020-10-23,15:48:08,[9:215],,
2020-10-23,15:48:12:,189,09,2020-10-23,15:48:09,[26:218],,
2020-10-23,15:48:17:,182,26,2020-10-23,15:48:16,[9:216],,
2020-10-23,15:48:20:,189,09,2020-10-23,15:48:17,[26:218],,
2020-10-23,15:48:24:,182,26,2020-10-23,15:48:24,[9:216],,
2020-10-23,15:48:28:,189,09,2020-10-23,15:48:25,[26:218],,
2020-10-23,15:48:33:,188,09,2020-10-23,15:48:33,[26:218],,
2020-10-23,15:48:33:,182,26,2020-10-23,15:48:32,[9:216],,
2020-10-23,15:48:42:,181,26,2020-10-23,15:48:40,[9:216],,
2020-10-23,15:48:44:,188,09,2020-10-23,15:48:41,[26:218],,
2020-10-23,15:48:49:,189,09,2020-10-23,15:48:49,[26:218],,
2020-10-23,15:48:50:,182,26,2020-10-23,15:48:48,[9:215],,
2020-10-23,15:48:58:,181,26,2020-10-23,15:48:56,[9:216],,
2020-10-23,15:49:00:,189,09,2020-10-23,15:48:57,[26:218],,
2020-10-23,15:49:06:,189,09,2020-10-23,15:49:05,[26:218],,
2020-10-23,15:49:08:,181,26,2020-10-23,15:49:04,[9:216],,
2020-10-23,15:49:13:,182,26,2020-10-23,15:49:12,[9:216],,
2020-10-23,15:49:18:,189,09,2020-10-23,15:49:13,[26:218],,
2020-10-23,15:49:20:,182,26,2020-10-23,15:49:20,[9:215],,
2020-10-23,15:49:23:,188,09,2020-10-23,15:49:21,[26:218],,
2020-10-23,15:49:28:,182,26,2020-10-23,15:49:28,[9:216],,
2020-10-23,15:49:33:,189,09,2020-10-23,15:49:29,[26:218],[26:218],
2020-10-23,15:49:38:,181,26,2020-10-23,15:49:36,[9:216],,
2020-10-23,15:49:39:,189,09,2020-10-23,15:49:37,,,
2020-10-23,15:49:47:,189,09,2020-10-23,15:49:45,[26:218],,
2020-10-23,15:49:48:,182,26,2020-10-23,15:49:44,[9:216],,
2020-10-23,15:49:53:,189,09,2020-10-23,15:49:53,[26:218],,
2020-10-23,15:49:53:,181,26,2020-10-23,15:49:52,[9:216],,
2020-10-23,15:50:02:,182,26,2020-10-23,15:50:00,[9:216],,
2020-10-23,15:50:03:,189,09,2020-10-23,15:50:01,[26:218],,
2020-10-23,15:50:12:,182,26,2020-10-23,15:50:08,[9:216],,
2020-10-23,15:50:12:,189,09,2020-10-23,15:50:09,[26:218],,
2020-10-23,15:50:20:,182,26,2020-10-23,15:50:16,[9:216],,
2020-10-23,15:50:22:,189,09,2020-10-23,15:50:17,[26:218],,
2020-10-23,15:50:24:,182,26,2020-10-23,15:50:24,[9:215],,
2020-10-23,15:50:26:,189,09,2020-10-23,15:50:25,[26:218],,
2020-10-23,15:50:34:,189,09,2020-10-23,15:50:33,[26:218],,
2020-10-23,15:50:35:,182,26,2020-10-23,15:50:32,[9:216],,
2020-10-23,15:50:44:,181,26,2020-10-23,15:50:40,[9:216],,
2020-10-23,15:50:47:,182,26,2020-10-23,15:50:48,,,
2020-10-23,15:50:47:,189,09,2020-10-23,15:50:41,[26:218],,
2020-10-23,15:50:55:,188,09,2020-10-23,15:50:49,[26:218],[26:218],
2020-10-23,15:50:55:,181,26,2020-10-23,15:50:56,[9:216],,
2020-10-23,15:50:59:,188,09,2020-10-23,15:50:57,[26:218],,
2020-10-23,15:51:04:,182,26,2020-10-23,15:51:04,[9:216],[9:215],
2020-10-23,15:51:04:,188,09,2020-10-23,15:51:05,,,
2020-10-23,15:51:17:,182,26,2020-10-23,15:51:12,[9:216],,
2020-10-23,15:51:18:,189,09,2020-10-23,15:51:13,[26:218],,
2020-10-23,15:51:19:,182,26,2020-10-23,15:51:20,[9:216],,
2020-10-23,15:51:26:,189,09,2020-10-23,15:51:21,[26:218],[26:218],
2020-10-23,15:51:28:,189,09,2020-10-23,15:51:29,,,
2020-10-23,15:51:30:,181,26,2020-10-23,15:51:28,[9:216],,
2020-10-23,15:51:37:,182,26,2020-10-23,15:51:36,[9:216],,
2020-10-23,15:51:43:,189,09,2020-10-23,15:51:37,[26:218],,
2020-10-23,15:51:47:,182,26,2020-10-23,15:51:44,,,
2020-10-23,15:51:49:,188,09,2020-10-23,15:51:45,[26:218],,
2020-10-23,15:51:56:,181,26,2020-10-23,15:51:52,[9:216],[9:216],
2020-10-23,15:51:57:,189,09,2020-10-23,15:51:53,[26:218],,
2020-10-23,15:52:00:,181,26,2020-10-23,15:52:00,[9:216],,
2020-10-23,15:52:00:,189,09,2020-10-23,15:52:01,[26:218],[26:218],
2020-10-23,15:52:12:,189,09,2020-10-23,15:52:09,,,
2020-10-23,15:52:14:,182,26,2020-10-23,15:52:08,[9:216],,
2020-10-23,15:52:17:,189,09,2020-10-23,15:52:17,[26:218],,
2020-10-23,15:52:19:,182,26,2020-10-23,15:52:16,[9:216],,
2020-10-23,15:52:24:,181,26,2020-10-23,15:52:24,[9:216],,
2020-10-23,15:52:28:,189,09,2020-10-23,15:52:25,[26:218],,
2020-10-23,15:52:33:,181,26,2020-10-23,15:52:32,[9:216],,
2020-10-23,15:52:39:,189,09,2020-10-23,15:52:33,[26:218],,
2020-10-23,15:52:39:,182,26,2020-10-23,15:52:40,,,
2020-10-23,15:52:45:,189,09,2020-10-23,15:52:41,[26:218],[26:218],
2020-10-23,15:52:49:,189,09,2020-10-23,15:52:49,,,
2020-10-23,15:52:51:,182,26,2020-10-23,15:52:48,[9:216],[9:216],
2020-10-23,15:53:00:,181,26,2020-10-23,15:52:56,[9:216],,
2020-10-23,15:53:02:,189,09,2020-10-23,15:52:57,[26:218],,
2020-10-23,15:53:04:,181,26,2020-10-23,15:53:04,[9:215],,
2020-10-23,15:53:10:,188,09,2020-10-23,15:53:05,[26:218],,
2020-10-23,15:53:16:,182,26,2020-10-23,15:53:12,[9:216],,
2020-10-23,15:53:17:,189,09,2020-10-23,15:53:13,[26:218],,
2020-10-23,15:53:20:,181,26,2020-10-23,15:53:20,[9:216],,
2020-10-23,15:53:25:,189,09,2020-10-23,15:53:21,[26:218],[26:218],
2020-10-23,15:53:27:,182,26,2020-10-23,15:53:28,[9:216],,
2020-10-23,15:53:30:,189,09,2020-10-23,15:53:29,[26:218],,
2020-10-23,15:53:40:,181,26,2020-10-23,15:53:36,[9:216],,
2020-10-23,15:53:40:,189,09,2020-10-23,15:53:37,,,
2020-10-23,15:53:44:,182,26,2020-10-23,15:53:44,[9:216],,
2020-10-23,15:53:47:,189,09,2020-10-23,15:53:45,[26:218],,
2020-10-23,15:53:55:,188,09,2020-10-23,15:53:53,[26:218],,
2020-10-23,15:53:56:,182,26,2020-10-23,15:53:52,[9:216],,
2020-10-23,15:54:02:,182,26,2020-10-23,15:54:00,[9:216],,
2020-10-23,15:54:05:,188,09,2020-10-23,15:54:01,[26:218],,
2020-10-23,15:54:13:,188,09,2020-10-23,15:54:09,[26:218],,
2020-10-23,15:54:14:,182,26,2020-10-23,15:54:08,[9:216],,
2020-10-23,15:54:17:,188,09,2020-10-23,15:54:17,[26:218],,
2020-10-23,15:54:22:,181,26,2020-10-23,15:54:16,[9:216],,
2020-10-23,15:54:23:,181,26,2020-10-23,15:54:24,[9:215],,
2020-10-23,15:54:29:,188,09,2020-10-23,15:54:25,[26:218],[26:218],
2020-10-23,15:54:33:,182,26,2020-10-23,15:54:32,[9:216],,
2020-10-23,15:54:38:,189,09,2020-10-23,15:54:33,,,
2020-10-23,15:54:43:,181,26,2020-10-23,15:54:40,[9:216],,
2020-10-23,15:54:47:,189,09,2020-10-23,15:54:41,[26:218],,
2020-10-23,15:54:53:,182,26,2020-10-23,15:54:48,,,
2020-10-23,15:54:54:,189,09,2020-10-23,15:54:49,[26:218],,
2020-10-23,15:54:55:,181,26,2020-10-23,15:54:56,[9:216],[9:216],
2020-10-23,15:55:02:,189,09,2020-10-23,15:54:57,[26:218],[26:218],
2020-10-23,15:55:04:,182,26,2020-10-23,15:55:04,[9:216],,
2020-10-23,15:55:09:,189,09,2020-10-23,15:55:05,[26:218],,
2020-10-23,15:55:13:,181,26,2020-10-23,15:55:12,[9:215],,
2020-10-23,15:55:14:,189,09,2020-10-23,15:55:13,,,
2020-10-23,15:55:25:,182,26,2020-10-23,15:55:20,[9:216],,
2020-10-23,15:55:25:,189,09,2020-10-23,15:55:21,[26:218],,
2020-10-23,15:55:28:,182,26,2020-10-23,15:55:28,[9:215],,
2020-10-23,15:55:31:,188,09,2020-10-23,15:55:29,[26:218],,
2020-10-23,15:55:37:,189,09,2020-10-23,15:55:37,,,
2020-10-23,15:55:41:,182,26,2020-10-23,15:55:36,[9:216],,
2020-10-23,15:55:43:,181,26,2020-10-23,15:55:44,[9:216],,
2020-10-23,15:55:51:,189,09,2020-10-23,15:55:45,[26:218],[26:218],
2020-10-23,15:55:56:,181,26,2020-10-23,15:55:52,,,
2020-10-23,15:55:58:,188,09,2020-10-23,15:55:53,,,
2020-10-23,15:56:00:,182,26,2020-10-23,15:56:00,[9:216],[9:216],
2020-10-23,15:56:02:,189,09,2020-10-23,15:56:01,[26:218],,
2020-10-23,15:56:09:,181,26,2020-10-23,15:56:08,[9:216],,
2020-10-23,15:56:11:,189,09,2020-10-23,15:56:09,[26:218],,
2020-10-23,15:56:16:,182,26,2020-10-23,15:56:16,[9:216],,
2020-10-23,15:56:17:,188,09,2020-10-23,15:56:17,[26:218],[26:218],
2020-10-23,15:56:23:,182,26,2020-10-23,15:56:24,[9:216],,
2020-10-23,15:56:28:,189,09,2020-10-23,15:56:25,[26:218],,
2020-10-23,15:56:31:,182,26,2020-10-23,15:56:32,[9:216],,
2020-10-23,15:56:36:,189,09,2020-10-23,15:56:33,[26:218],,
2020-10-23,15:56:42:,181,26,2020-10-23,15:56:40,[9:216],,
2020-10-23,15:56:47:,188,09,2020-10-23,15:56:41,,,
2020-10-23,15:56:48:,181,26,2020-10-23,15:56:48,,,
2020-10-23,15:56:55:,189,09,2020-10-23,15:56:49,[26:218],,
2020-10-23,15:56:59:,182,26,2020-10-23,15:56:56,[9:216],,
2020-10-23,15:56:59:,189,09,2020-10-23,15:56:57,[26:218],,
2020-10-23,15:57:04:,182,26,2020-10-23,15:57:04,[9:216],[9:216],
2020-10-23,15:57:07:,189,09,2020-10-23,15:57:05,[26:218],,
2020-10-23,15:57:11:,182,26,2020-10-23,15:57:12,[9:216],,
2020-10-23,15:57:13:,189,09,2020-10-23,15:57:13,[26:218],[26:218],
2020-10-23,15:57:20:,181,26,2020-10-23,15:57:20,[9:216],,
2020-10-23,15:57:22:,188,09,2020-10-23,15:57:21,,,
2020-10-23,15:57:28:,182,26,2020-10-23,15:57:28,[9:216],,
2020-10-23,15:57:34:,188,09,2020-10-23,15:57:29,[26:218],[26:218],
2020-10-23,15:57:38:,182,26,2020-10-23,15:57:36,[9:216],,
2020-10-23,15:57:43:,189,09,2020-10-23,15:57:37,,,
2020-10-23,15:57:45:,188,09,2020-10-23,15:57:45,[26:218],,
2020-10-23,15:57:50:,182,26,2020-10-23,15:57:44,,,
2020-10-23,15:57:53:,181,26,2020-10-23,15:57:52,[9:216],[9:215],
2020-10-23,15:57:56:,188,09,2020-10-23,15:57:53,[26:218],,
2020-10-23,15:58:05:,182,26,2020-10-23,15:58:00,[9:215],,
2020-10-23,15:58:07:,189,09,2020-10-23,15:58:01,[26:218],,
2020-10-23,15:58:09:,181,26,2020-10-23,15:58:08,,,
2020-10-23,15:58:10:,189,09,2020-10-23,15:58:09,[26:218],,
2020-10-23,15:58:18:,182,26,2020-10-23,15:58:16,[9:216],[9:216],
2020-10-23,15:58:18:,189,09,2020-10-23,15:58:17,[26:218],,
2020-10-23,15:58:29:,188,09,2020-10-23,15:58:25,[26:218],,
2020-10-23,15:58:30:,181,26,2020-10-23,15:58:24,[9:216],,
2020-10-23,15:58:34:,189,09,2020-10-23,15:58:33,[26:218],,
2020-10-23,15:58:37:,182,26,2020-10-23,15:58:32,[9:215],,
2020-10-23,15:58:46:,189,09,2020-10-23,15:58:41,[26:218],,
2020-10-23,15:58:46:,181,26,2020-10-23,15:58:40,[9:216],,
2020-10-23,15:58:50:,188,09,2020-10-23,15:58:49,[26:218],,
2020-10-23,15:58:52:,182,26,2020-10-23,15:58:48,[9:216],,
2020-10-23,15:58:57:,189,09,2020-10-23,15:58:57,[26:218],,
2020-10-23,15:59:00:,181,26,2020-10-23,15:58:56,[9:216],,
2020-10-23,15:59:04:,189,09,2020-10-23,15:59:05,[26:218],,
2020-10-23,15:59:08:,182,26,2020-10-23,15:59:04,[9:216],,
2020-10-23,15:59:12:,182,26,2020-10-23,15:59:12,[9:216],,
2020-10-23,15:59:18:,189,09,2020-10-23,15:59:13,[26:218],[26:217],
2020-10-23,15:59:21:,181,26,2020-10-23,15:59:20,[9:216],,
2020-10-23,15:59:24:,188,09,2020-10-23,15:59:21,,,
2020-10-23,15:59:27:,182,26,2020-10-23,15:59:28,[9:216],,
2020-10-23,15:59:33:,189,09,2020-10-23,15:59:29,[26:218],[26:218],
2020-10-23,15:59:35:,182,26,2020-10-23,15:59:36,[9:215],,
2020-10-23,15:59:40:,189,09,2020-10-23,15:59:37,[26:217],,
2020-10-23,15:59:46:,182,26,2020-10-23,15:59:44,[9:216],,
2020-10-23,15:59:51:,188,09,2020-10-23,15:59:45,,,
2020-10-23,16:44:10:,177,09,2020-10-23,16:44:09,,,
2020-10-23,16:44:13:,177,26,2020-10-23,16:44:08,[9:216],,
2020-10-23,16:44:20:,191,26,2020-10-23,16:44:16,[9:216],,
2020-10-23,16:44:21:,190,09,2020-10-23,16:44:17,[26:218],,
2020-10-23,16:44:24:,184,26,2020-10-23,16:44:24,[9:215],,
2020-10-23,16:44:25:,181,09,2020-10-23,16:44:25,[26:218],,
2020-10-23,16:44:32:,191,09,2020-10-23,16:44:33,[26:218],,
2020-10-23,16:44:37:,189,26,2020-10-23,16:44:32,[9:216],,
2020-10-23,16:44:43:,192,09,2020-10-23,16:44:41,[26:219],,
2020-10-23,16:44:46:,189,26,2020-10-23,16:44:40,[9:216],,
2020-10-23,16:44:50:,190,26,2020-10-23,16:44:48,[9:216],,
2020-10-23,16:44:53:,192,09,2020-10-23,16:44:49,[26:218],,
2020-10-23,16:44:55:,190,26,2020-10-23,16:44:56,[9:216],,
2020-10-23,16:44:57:,192,09,2020-10-23,16:44:57,[26:218],[26:218],
2020-10-23,16:45:04:,189,26,2020-10-23,16:45:04,[9:216],,
2020-10-23,16:45:07:,191,09,2020-10-23,16:45:05,,,
2020-10-23,16:45:15:,189,26,2020-10-23,16:45:12,[9:216],,
2020-10-23,16:45:15:,192,09,2020-10-23,16:45:13,[26:218],,
2020-10-23,16:45:24:,192,09,2020-10-23,16:45:21,[26:218],,
2020-10-23,16:45:25:,189,26,2020-10-23,16:45:20,[9:216],,
2020-10-23,16:45:31:,192,09,2020-10-23,16:45:29,[26:218],,
2020-10-23,16:45:34:,189,26,2020-10-23,16:45:28,[9:216],,
2020-10-23,16:45:38:,191,09,2020-10-23,16:45:37,[26:218],,
2020-10-23,16:45:40:,190,26,2020-10-23,16:45:36,[9:216],,
2020-10-23,16:45:43:,189,26,2020-10-23,16:45:44,[9:215],,
2020-10-23,16:45:50:,192,09,2020-10-23,16:45:45,[26:218],[26:218],
2020-10-23,16:45:54:,190,26,2020-10-23,16:45:52,[9:216],,
2020-10-23,16:45:54:,192,09,2020-10-23,16:45:53,,,
2020-10-23,16:46:03:,189,26,2020-10-23,16:46:00,[9:216],,
2020-10-23,16:46:06:,192,09,2020-10-23,16:46:01,[26:218],,
2020-10-23,16:46:12:,192,09,2020-10-23,16:46:09,[26:218],,
2020-10-23,16:46:12:,189,26,2020-10-23,16:46:08,[9:216],,
2020-10-23,16:46:17:,192,09,2020-10-23,16:46:17,[26:218],,
2020-10-23,16:46:20:,189,26,2020-10-23,16:46:16,[9:216],,
2020-10-23,16:46:24:,189,26,2020-10-23,16:46:24,[9:216],,
2020-10-23,16:46:29:,191,09,2020-10-23,16:46:25,[26:218],[26:218],
2020-10-23,16:46:32:,192,09,2020-10-23,16:46:33,,,
2020-10-23,16:46:38:,189,26,2020-10-23,16:46:32,[9:215],,
2020-10-23,16:46:43:,192,09,2020-10-23,16:46:41,[26:218],,
2020-10-23,16:46:46:,189,26,2020-10-23,16:46:40,[9:216],,
2020-10-23,16:46:49:,191,09,2020-10-23,16:46:49,[26:218],,
2020-10-23,16:46:50:,189,26,2020-10-23,16:46:48,[9:216],,
2020-10-23,16:46:59:,191,09,2020-10-23,16:46:57,[26:218],,
2020-10-23,16:47:00:,189,26,2020-10-23,16:46:56,[9:216],,
2020-10-23,16:47:05:,191,09,2020-10-23,16:47:05,[26:218],,
2020-10-23,16:47:08:,189,26,2020-10-23,16:47:04,[9:215],,
2020-10-23,16:47:16:,189,26,2020-10-23,16:47:12,[9:216],,
2020-10-23,16:47:17:,191,09,2020-10-23,16:47:13,[26:218],,
2020-10-23,16:47:19:,190,26,2020-10-23,16:47:20,[9:215],,
2020-10-23,16:47:23:,191,09,2020-10-23,16:47:21,[26:218],[26:218],
2020-10-23,16:47:30:,189,26,2020-10-23,16:47:28,[9:215],,
2020-10-23,16:47:35:,191,09,2020-10-23,16:47:29,,,
2020-10-23,16:47:36:,191,09,2020-10-23,16:47:37,[26:218],,
2020-10-23,16:47:39:,189,26,2020-10-23,16:47:36,,,
2020-10-23,16:47:45:,191,09,2020-10-23,16:47:45,[26:218],,
2020-10-23,16:47:48:,189,26,2020-10-23,16:47:44,[9:216],[9:216],
2020-10-23,16:47:52:,189,26,2020-10-23,16:47:52,[9:216],,
2020-10-23,16:47:52:,191,09,2020-10-23,16:47:53,[26:218],,
2020-10-23,16:48:01:,192,09,2020-10-23,16:48:01,[26:218],,
2020-10-23,16:48:06:,192,26,2020-10-23,16:48:00,[9:216],,
2020-10-23,16:48:11:,189,26,2020-10-23,16:48:08,[9:216],,
2020-10-23,16:48:14:,190,09,2020-10-23,16:48:09,[26:218],,
2020-10-23,16:48:17:,189,26,2020-10-23,16:48:16,[9:216],,
2020-10-23,16:48:21:,190,09,2020-10-23,16:48:17,[26:218],,
2020-10-23,16:48:25:,189,26,2020-10-23,16:48:24,[9:216],,
2020-10-23,16:48:28:,191,09,2020-10-23,16:48:25,[26:218],,
2020-10-23,16:48:33:,190,09,2020-10-23,16:48:33,[26:217],,
2020-10-23,16:48:38:,189,26,2020-10-23,16:48:32,[9:216],,
2020-10-23,16:48:40:,189,26,2020-10-23,16:48:40,[9:216],,
2020-10-23,16:48:44:,190,09,2020-10-23,16:48:41,[26:218],,
2020-10-23,16:48:47:,189,26,2020-10-23,16:48:48,[9:216],,
2020-10-23,16:48:55:,190,09,2020-10-23,16:48:49,[26:218],[26:218],
2020-10-23,16:48:56:,189,26,2020-10-23,16:48:56,,,
2020-10-23,16:48:58:,190,09,2020-10-23,16:48:57,,,
2020-10-23,16:49:04:,190,26,2020-10-23,16:49:04,[9:216],[9:215],
2020-10-23,16:49:09:,190,09,2020-10-23,16:49:05,[26:218],,
2020-10-23,16:49:13:,190,09,2020-10-23,16:49:13,[26:218],,
2020-10-23,16:49:15:,189,26,2020-10-23,16:49:12,[9:216],,
2020-10-23,16:49:23:,190,09,2020-10-23,16:49:21,[26:218],,
2020-10-23,16:49:25:,189,26,2020-10-23,16:49:20,[9:216],,
2020-10-23,16:49:30:,190,09,2020-10-23,16:49:29,[26:217],,
2020-10-23,16:49:32:,189,26,2020-10-23,16:49:28,[9:216],,
2020-10-23,16:49:39:,189,26,2020-10-23,16:49:36,[9:216],,
2020-10-23,16:49:41:,190,09,2020-10-23,16:49:37,[26:218],,
2020-10-23,16:49:47:,190,26,2020-10-23,16:49:44,[9:216],,
2020-10-23,16:49:48:,190,09,2020-10-23,16:49:45,[26:218],,
2020-10-23,16:49:56:,189,26,2020-10-23,16:49:52,[9:216],,
2020-10-23,16:49:59:,190,09,2020-10-23,16:49:53,[26:218],,
2020-10-23,16:50:03:,189,26,2020-10-23,16:50:00,,,
2020-10-23,16:50:05:,190,09,2020-10-23,16:50:01,[26:218],,
2020-10-23,16:50:14:,189,26,2020-10-23,16:50:08,[9:216],[9:216],
2020-10-23,16:50:15:,190,09,2020-10-23,16:50:09,[26:218],,
2020-10-23,16:50:18:,190,09,2020-10-23,16:50:17,[26:218],,
2020-10-23,16:50:21:,189,26,2020-10-23,16:50:16,,,
2020-10-23,16:50:25:,189,26,2020-10-23,16:50:24,[9:216],[9:216],
2020-10-23,16:50:27:,190,09,2020-10-23,16:50:25,[26:218],,
2020-10-23,16:50:33:,189,26,2020-10-23,16:50:32,[9:216],,
2020-10-23,16:50:34:,190,09,2020-10-23,16:50:33,[26:218],,
2020-10-23,16:50:41:,190,09,2020-10-23,16:50:41,[26:218],,
2020-10-23,16:50:43:,189,26,2020-10-23,16:50:40,[9:216],,
2020-10-23,16:50:51:,190,09,2020-10-23,16:50:49,[26:218],,
2020-10-23,16:50:54:,189,26,2020-10-23,16:50:48,[9:216],,
2020-10-23,16:50:55:,189,26,2020-10-23,16:50:56,[9:216],,
2020-10-23,16:50:59:,190,09,2020-10-23,16:50:57,[26:218],[26:218],
2020-10-23,16:51:06:,189,26,2020-10-23,16:51:04,[9:216],,
2020-10-23,16:51:10:,190,09,2020-10-23,16:51:05,,,
2020-10-23,16:51:12:,189,26,2020-10-23,16:51:12,[9:216],,
2020-10-23,16:51:16:,190,09,2020-10-23,16:51:13,[26:218],[26:218],
2020-10-23,16:51:23:,190,09,2020-10-23,16:51:21,,,
2020-10-23,16:51:25:,189,26,2020-10-23,16:51:20,[9:216],,
2020-10-23,16:51:32:,190,09,2020-10-23,16:51:29,[26:218],,
2020-10-23,16:51:32:,189,26,2020-10-23,16:51:28,[9:216],,
2020-10-23,16:51:38:,189,26,2020-10-23,16:51:36,[9:216],,
2020-10-23,16:51:42:,190,09,2020-10-23,16:51:37,[26:218],,
2020-10-23,16:51:45:,189,26,2020-10-23,16:51:44,[9:215],,
2020-10-23,16:51:51:,190,09,2020-10-23,16:51:45,[26:218],,
2020-10-23,16:51:52:,190,09,2020-10-23,16:51:53,[26:218],,
2020-10-23,16:51:53:,189,26,2020-10-23,16:51:52,,,
2020-10-23,16:52:01:,189,26,2020-10-23,16:52:00,[9:216],[9:216],
2020-10-23,16:52:04:,190,09,2020-10-23,16:52:01,[26:218],,
2020-10-23,16:52:07:,189,26,2020-10-23,16:52:08,[9:216],,
2020-10-23,16:52:14:,190,09,2020-10-23,16:52:09,[26:218],[26:218],
2020-10-23,16:52:16:,189,26,2020-10-23,16:52:16,[9:216],,
2020-10-23,16:52:22:,190,09,2020-10-23,16:52:17,[26:218],,
2020-10-23,16:52:25:,189,26,2020-10-23,16:52:24,[9:216],,
2020-10-23,16:52:26:,190,09,2020-10-23,16:52:25,,,
2020-10-23,16:52:36:,189,26,2020-10-23,16:52:32,[9:216],,
2020-10-23,16:52:38:,190,09,2020-10-23,16:52:33,[26:218],,
2020-10-23,16:52:40:,190,09,2020-10-23,16:52:41,[26:218],,
2020-10-23,16:52:44:,189,26,2020-10-23,16:52:40,[9:216],,
2020-10-23,16:52:49:,190,09,2020-10-23,16:52:49,[26:218],,
2020-10-23,16:52:52:,189,26,2020-10-23,16:52:48,[9:215],,
2020-10-23,16:53:00:,189,26,2020-10-23,16:52:56,[9:216],,
2020-10-23,16:53:02:,190,09,2020-10-23,16:52:57,[26:218],,
2020-10-23,16:53:04:,190,09,2020-10-23,16:53:05,[26:218],,
2020-10-23,16:53:08:,189,26,2020-10-23,16:53:04,[9:216],,
2020-10-23,16:53:13:,189,26,2020-10-23,16:53:12,[9:216],,
2020-10-23,16:53:15:,190,09,2020-10-23,16:53:13,[26:218],,
2020-10-23,16:53:20:,190,09,2020-10-23,16:53:21,[26:218],,
2020-10-23,16:53:21:,189,26,2020-10-23,16:53:20,[9:215],,
2020-10-23,16:53:32:,190,09,2020-10-23,16:53:29,[26:218],,
2020-10-23,16:53:33:,189,26,2020-10-23,16:53:28,[9:216],,
2020-10-23,16:53:36:,189,26,2020-10-23,16:53:36,[9:216],,
2020-10-23,16:53:41:,190,09,2020-10-23,16:53:37,[26:218],[26:218],
2020-10-23,16:53:45:,189,26,2020-10-23,16:53:44,[9:216],,
2020-10-23,16:53:46:,190,09,2020-10-23,16:53:45,,,
2020-10-23,16:53:55:,190,09,2020-10-23,16:53:53,[26:218],,
2020-10-23,16:53:58:,189,26,2020-10-23,16:53:52,[9:216],,
2020-10-23,16:54:02:,189,26,2020-10-23,16:54:00,[9:216],,
2020-10-23,16:54:04:,190,09,2020-10-23,16:54:01,[26:218],,
2020-10-23,16:54:10:,190,09,2020-10-23,16:54:09,[26:218],,
2020-10-23,16:54:12:,189,26,2020-10-23,16:54:08,[9:216],,
2020-10-23,16:54:16:,189,26,2020-10-23,16:54:16,[9:216],,
2020-10-23,16:54:23:,190,09,2020-10-23,16:54:17,[26:218],,
2020-10-23,16:54:24:,189,26,2020-10-23,16:54:24,,,
2020-10-23,16:54:29:,190,09,2020-10-23,16:54:25,[26:217],,
2020-10-23,16:54:33:,189,26,2020-10-23,16:54:32,[9:216],[9:216],
2020-10-23,16:54:34:,190,09,2020-10-23,16:54:33,[26:218],,
2020-10-23,16:54:45:,189,26,2020-10-23,16:54:40,[9:215],,
2020-10-23,16:54:45:,190,09,2020-10-23,16:54:41,[26:218],,
2020-10-23,16:54:49:,190,09,2020-10-23,16:54:49,[26:218],,
2020-10-23,16:54:50:,190,26,2020-10-23,16:54:48,[9:216],,
2020-10-23,16:54:58:,190,09,2020-10-23,16:54:57,[26:218],,
2020-10-23,16:55:01:,188,26,2020-10-23,16:54:56,[9:216],,
2020-10-23,16:55:05:,190,09,2020-10-23,16:55:05,[26:218],,
2020-10-23,16:55:07:,187,26,2020-10-23,16:55:04,[9:216],,
2020-10-23,16:55:11:,187,26,2020-10-23,16:55:12,[9:216],,
2020-10-23,16:55:19:,192,09,2020-10-23,16:55:13,[26:218],[26:218],
2020-10-23,16:55:22:,189,09,2020-10-23,16:55:21,,,
2020-10-23,16:55:26:,189,26,2020-10-23,16:55:20,,,
2020-10-23,16:55:27:,189,26,2020-10-23,16:55:28,[9:216],[9:216],
2020-10-23,16:55:31:,190,09,2020-10-23,16:55:29,[26:218],[26:218],
2020-10-23,16:55:42:,189,26,2020-10-23,16:55:36,[9:216],,
2020-10-23,16:55:42:,190,09,2020-10-23,16:55:37,,,
